organization number,name,organization form code,organization form description,industry code 1,industry code 1 description,industry code 2,industry code 2 description,industry code 3,industry code 3 description,auxiliary unit code,auxiliary unit code description,has registered number of employees,number of employees,website,postal address,postal town,postal code,postal municipality,postal municipality number,postal country,postal country code,business address,business post town,business postal code,business municipality,business municipality number,business country,business country code,institutional sector code,institutional sector code description,last submitted annual accounts,registration date in unit register,foundation date,registered in VAT register,voluntary VAT registered descriptions,registered in volunteer register,registration date of the Unit Register,registered in foundation register,bankrupt,bankruptcy date,under liquidation,under liquidation date,under compulsory liquidation or dissolution,compulsory dissolution due to lack of general manager date,compulsory dissolution due to lack of auditor date,compulsory dissolution due to lack of accounts date,compulsory dissolution due to insufficient board date,compulsory liquidation due to lack of deletion date,parent unit,language form,articles of association date,statutory purpose,activity,location address,location post town,location postal code,location municipality,location municipality number,location country,location country code,registreringsdatoIEnhetsregisteret,start date,ownership change date,closure date,organization form description (EN)
842566142,LØRENSKOG KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,4755,www.lorenskog.kommune.no/,Postboks 304,LØRENSKOG,1471,LØRENSKOG,3222,Norge,NO,Hasselveien 6,LØRENSKOG,1470,LØRENSKOG,3222,Norge,NO,6500,Kommuneforvaltningen,,1995-06-07,,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kommune,,,,,,,,,,,,Municipality
986745459,MARI ØSTBY-DEGLUM,ENK,Enkeltpersonforetak,88.911,Barnehager,,,,,,,false,,,,,,,,,,Gålåsvegen 68A,FURNES,2320,RINGSAKER,3411,Norge,NO,8200,Personlig næringsdrivende,,2004-04-16,,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Barnehagedrift.,,,,,,,,,,,,Sole proprietorship
999595146,CARE PROPERTIES AS,AS,Aksjeselskap,41.109,Utvikling og salg av egen fast eiendom ellers,,,,,,,false,,,c/o Norlandia/nEkholtveien 114,MOSS,1526,MOSS,3103,Norge,NO,c/o NHC/nKarl Johans gate 37,OSLO,0162,OSLO,0301,Norge,NO,2100,Private aksjeselskaper mv.,2022,2013-01-29,2013-01-02,true,Utleier av bygg eller anlegg,false,true,false,false,,false,,false,,,,,,,Bokmål,2017-06-08,"Eiendomsutvikling, investering i fast eiendom samt hva hermed står i forbindelse, herunder å delta i andre selskaper med lignende virksomhet.","Eiendomsutvikling, investering i fast eiendom samt hva hermed står i forbindelse, herunder å delta i andre selskaper med lignende virksomhet.",,,,,,,,,,,,Limited company (AS)
920422217,SAMFUNNSHUSET SKOGTUN,FLI,Forening/lag/innretning,68.320,Eiendomsforvaltning,,,,,,,false,,,,,,,,,,c/o Hans Olav Trøan/nKopparleden 4255,SØMÅDALEN,2448,ENGERDAL,3425,Norge,NO,7000,Ideelle organisasjoner,,2018-08-31,2018-04-24,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Eie og drift av samfunnshuset Skogtun i Sømdalen.,,,,,,,,,,,,Association/club/facility
412624831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970906843,SORTLAND BOLIGSTIFTELSE,STI,Stiftelse,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,true,11,,Postboks 422,SORTLAND,8401,SORTLAND,1870,Norge,NO,Verkstedveien 31,SORTLAND,8402,SORTLAND,1870,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-03-12,1993-04-29,true,,false,true,true,false,,false,,false,,,,,,,Bokmål,2018-12-07,"Forvalte den kommunale boligmassen, samt forestå oppføring av nye boliger for å dekke kommunens boligbehov, jfr. vedtektene.","Forvalte den kommunale boligmassen, samt forestå oppføring av nye boliger for å dekke kommunens boligbehov, jfr. vedtektene.",,,,,,,,,,,,Foundation
944073787,HAUGESUND KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,4814,www.haugesund.no,Postboks 2160 Raglamyr,HAUGESUND,5504,HAUGESUND,1106,Norge,NO,Rådhusgata 66,HAUGESUND,5528,HAUGESUND,1106,Norge,NO,6500,Kommuneforvaltningen,,1995-06-07,,true,Utleier av bygg eller anlegg,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kommune,,,,,,,,,,,,Municipality
890078672,MIN BARNEHAGE EIENDOM AS,AS,Aksjeselskap,88.911,Barnehager,,,,,70.100,Hovedkontortjenester,false,,,,,,,,,,Farmannsveien 36-38,PORSGRUNN,3924,PORSGRUNN,4001,Norge,NO,2100,Private aksjeselskaper mv.,2022,2006-08-16,2006-07-10,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2017-10-06,"Eie, drifte og leie ut fast eiendom samt å investere i aksjer i norske selskaper, fortrinnsvis selskaper som driver barnehage.","Eie, drifte og leie ut fast eiendom samt å investere i aksjer i norske selskaper, fortrinnsvis selskaper som driver barnehage.",,,,,,,,,,,,Limited company (AS)
230763480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987713887,NORKIRKEN NEDENES,FLI,Forening/lag/innretning,94.910,Religiøse organisasjoner,,,,,,,false,,nedenes.normisjon.no,Postboks 57,NEDENES,4854,ARENDAL,4203,Norge,NO,Påskeveien 2,NEDENES,4823,ARENDAL,4203,Norge,NO,7000,Ideelle organisasjoner,,2005-01-17,1962-01-01,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,"Kristen virksomhet i form av ulike møter, samlinger, undervisning. Barne og ungdomsarbeid og arbeid blant syke og gamle. Nedenes Normisjon underviser om Guds ord og driver med misjonstjeneste, alt dette for å fremme kristen kunnskap og for at flere skal komme til tro.",,,,,,,,,,,,Association/club/facility
964965226,STAVANGER KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,17275,www.stavanger.kommune.no/,Postboks 8001,STAVANGER,4068,STAVANGER,1103,Norge,NO,Øvre Kleivegate 15,STAVANGER,4005,STAVANGER,1103,Norge,NO,6500,Kommuneforvaltningen,,1995-06-07,,true,Utleier av bygg eller anlegg,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kommune,,,,,,,,,,,,Municipality
123456789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919206993,LANGFJORD NÆRINGSSAMVIRKE SA,SA,Samvirkeforetak,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,c/o leder Arne Karlstrøm/nLangfjordveien 1486,LANGFJORDBOTN,9545,ALTA,5601,Norge,NO,Biveien 25,LANGFJORDBOTN,9545,ALTA,5601,Norge,NO,2100,Private aksjeselskaper mv.,,2017-11-23,2017-05-09,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2017-05-09,Foretaket har en femårig avtale med Alta Kommune om bruk av skolebygget i Langfjordbotn til næringsformål. Foretakets hovedoppgave er å sørge for at avtalen oppfylles ved å sørge for at pålagte oppgaver i avtalen følges opp og etterleves på en god måte.,Utleie av lokale til næringsformål og drift av evnt felles næringsprosjekter.,,,,,,,,,,,,Cooperative
964856117,TRONDHEIM BOLIG 1 AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,Postboks 2047,OSLO,0251,OSLO,0301,Norge,NO,Ruseløkkveien 30,OSLO,0251,OSLO,0301,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-03-12,1992-08-12,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2021-07-09,"Å investere i fast eiendom eller selskaper som eier fast eiendom, og alt som dermed står i forbindelse.","Å investere i fast eiendom eller selskaper som eier fast eiendom, og alt som dermed står i forbindelse.",,,,,,,,,,,,Limited company (AS)
971327669,GRIMSTAD MISJONSKIRKE,FLI,Forening/lag/innretning,94.910,Religiøse organisasjoner,,,,,,,true,16,grimstadmisjonskirke.no,,,,,,,,Grooseveien 36,GRIMSTAD,4876,GRIMSTAD,4202,Norge,NO,7000,Ideelle organisasjoner,2022,1995-02-20,1939-09-22,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Frikirkelig menighet med tilbud og aktiviteter til alle aldersgrupper.,,,,,,,,,,,,Association/club/facility
980139441,ANNYS FAMILIEBARNEHAGE A Voldsrud,ENK,Enkeltpersonforetak,88.911,Barnehager,,,,,,,false,,,,,,,,,,Elgfaret 6,RINGEBU,2630,RINGEBU,3439,Norge,NO,8200,Personlig næringsdrivende,,1998-10-05,,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Familiebarnehage i eget hjem.,,,,,,,,,,,,Sole proprietorship
950009845,BORETTSLAGET KOLLEKTIVET,BRL,Borettslag,68.201,Borettslag,,,,,,,false,,www.usbl.no,Postboks 8944 Youngstorget,OSLO,0028,OSLO,0301,Norge,NO,Arbeidersamfunnets plass 1,OSLO,0181,OSLO,0301,Norge,NO,8300,Borettslag o.l.,2022,1995-02-19,1973-12-18,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2022-05-24,Borettslag.,Borettslag.,,,,,,,,,,,,Housing cooperative
976988299,STOR-ELVDAL KIRKELIGE FELLESRÅD,KIRK,Den norske kirke,94.910,Religiøse organisasjoner,,,,,,,true,6,www.stor-elvdal.kirken.no,Postboks 93,KOPPANG,2481,STOR-ELVDAL,3423,Norge,NO,Stor-Elvdal kirkekontor,KOPPANG,2480,STOR-ELVDAL,3423,Norge,NO,6500,Kommuneforvaltningen,,1997-01-27,,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kirkelig fellesråd,,,,,,,,,,,,The Church of Norway
939600516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983906060,SOLVOLL VEL,FLI,Forening/lag/innretning,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,,,,,false,,,,,,,,,,c/o Thea Haugen/nFurusethvegen 46,REINSVOLL,2840,VESTRE TOTEN,3443,Norge,NO,7000,Ideelle organisasjoner,,2001-12-04,1970-12-20,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,"Velforening med ansvar for utleie og vedlikehold av et grendehus som blir benyttet av både barn og voksne. Drift av 3 km. veilys og lekeplass for barna i bygda. Arrangerer aktiviteter for barn og unge, samt tilstelninger for voksne. Ordner også med papirinnsamling.",,,,,,,,,,,,Association/club/facility
969559560,AUDUN E TVEDTEN,ENK,Enkeltpersonforetak,01.190,Dyrking av ettårige vekster ellers,,,,,,,false,,,,,,,,,,Rauanveien 64,LARVIK,3261,LARVIK,3909,Norge,NO,8200,Personlig næringsdrivende,,1995-02-20,,true,Bortforpakter av landbrukseiendom,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Jordbruk/skogbruk.,,,,,,,,,,,,Sole proprietorship
974493586,FAGERSTRAND IDRETTSFORENING,FLI,Forening/lag/innretning,93.120,Idrettslag og -klubber,,,,,,,true,,fagerstrandif.no/,,,,,,,,Kløftaveien 26,FAGERSTRAND,1454,NESODDEN,3212,Norge,NO,7000,Ideelle organisasjoner,,1995-06-15,1968-08-12,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Idrettslag.,,,,,,,,,,,,Association/club/facility
912482472,DOKKBYGNINGEN AKER BRYGGE AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,Postboks 1657 Vika,OSLO,0120,OSLO,0301,Norge,NO,Bryggegata 3,OSLO,0250,OSLO,0301,Norge,NO,2100,Private aksjeselskaper mv.,2023,2013-09-23,2013-09-12,true,Utleier av bygg eller anlegg,false,true,false,false,,false,,false,,,,,,,Bokmål,2023-12-19,Selv gjennom hel- eller deleide selskpaer eller ved samarbeide med andre virksomheter å forestå investering i og utvikling av fast eiendom og annen virksomhet beslektet med denne.,Investering i og utvikling av fast eiendom samt virksomhet beslektet med dette.,,,,,,,,,,,,Limited company (AS)
913579674,TUBUS BARNEHAGE EIENDOM AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,Postboks 623,SARPSBORG,1704,SARPSBORG,3105,Norge,NO,Oscar Pedersens vei 16,SARPSBORG,1721,SARPSBORG,3105,Norge,NO,2100,Private aksjeselskaper mv.,2023,2014-05-07,2014-04-24,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2014-09-26,"Erverv og utleie av fast eiendom, drift av barnehage, samt det som naturlig står i forbindelse med dette.",Utleie av fast eiendom.,,,,,,,,,,,,Limited company (AS)
959384983,NORDIQUS GRIMSRØDHØGDA 115 AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,,,,,,,,c/o SBB Samfunnsbygg AS/nTordenskiolds gate 10,OSLO,0160,OSLO,0301,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-02-20,1989-09-01,true,Utleier av bygg eller anlegg,false,true,false,false,,false,,false,,,,,,,Bokmål,2024-02-16,"Eie, drift og utleie av fast eiendom.","Eie, drift og utleie av fast eiendom.",,,,,,,,,,,,Limited company (AS)
988252506,NORDIQUS FAGSTADLIA EIENDOM BHG AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,,,,,,,,c/o SBB Samfunnsbygg AS/nTordenskiolds gate 10,OSLO,0160,OSLO,0301,Norge,NO,2100,Private aksjeselskaper mv.,2022,2005-05-26,2005-05-11,true,Utleier av bygg eller anlegg,false,true,false,false,,false,,false,,,,,,,Bokmål,2024-02-16,"Selskapets virksomhet er eie, drift og utleie av fast eiendom.","Eie, drift og utleie av fast eiendom.",,,,,,,,,,,,Limited company (AS)
915114997,STEINFJORDEN GRENDELAG,FLI,Forening/lag/innretning,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,,,,,false,,,c/o Amalie Klausen/nIndre Steinfjordvei 195,BØSTAD,8360,VESTVÅGØY,1860,Norge,NO,,,,,,,,7000,Ideelle organisasjoner,,2015-03-16,1927-01-01,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,"Formålet med laget er å drive grendelag med de anlegg som tilhører laget, og aktiviteter som er naturlige i den forbindelse.",,,,,,,,,,,,Association/club/facility
970996435,STIFTELSEN FJELLVEIEN 12,STI,Stiftelse,68.320,Eiendomsforvaltning,,,,,,,false,,,,,,,,,,Fjellveien 12,NARVIK,8515,NARVIK,1806,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-02-20,1994-05-20,false,,false,true,true,false,,false,,false,,,,,,,Bokmål,2003-09-03,Ikke-kommersielt grunnlag å erverve og eie fast eiendom til bruk for barnehageformål og hva hermed står i forbindelse.,Ikke-kommersielt grunnlag å erverve og eie fast eiendom til bruk for barnehageformål og hva hermed står i forbindelse.,,,,,,,,,,,,Foundation
933270092,SKARPSNO DRIFTSELSKAP AS,AS,Aksjeselskap,68.100,Kjøp og salg av egen fast eiendom,,,,,,,false,,munkenes.no,c/o Munkenes Forvaltning AS/nPostboks 2588 Solli,OSLO,0203,OSLO,0301,Norge,NO,c/o Munkenes Forvaltning AS/nCort Adelers gate 17,OSLO,0254,OSLO,0301,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-02-19,1982-06-15,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2020-01-09,"Å investere i fast eiendom eller selskaper som eier fast eiendom, og alt som dermed står i forbindelse.","Å investere i fast eiendom eller selskaper som eier fast eiendom, og alt som dermed står i forbindelse.",,,,,,,,,,,,Limited company (AS)
855912082,NORDIQUS LILJEDAHLVEGEN 21 AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,,,,,,,,c/o SBB Samfunnsbygg AS/nTordenskioldsgate 8-10,OSLO,0160,OSLO,0301,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-02-19,1989-10-30,true,Utleier av bygg eller anlegg,false,true,false,false,,false,,false,,,,,,,Bokmål,2024-02-16,"Eie, drift og utleie av fast eiendom.","Eie, drift og utleie av fast eiendom.",,,,,,,,,,,,Limited company (AS)
993441929,AKKY AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,,,,,,,,Alf Kristoffersens vei 34,BILLINGSTAD,1396,ASKER,3203,Norge,NO,2100,Private aksjeselskaper mv.,2022,2008-12-23,2008-09-18,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2022-10-07,"Kjøp og salg og utleie av fast eiendom, investeringer samt annen virksomhet som faller naturlig inn under dette.","Kjøp og salg og utleie av fast eiendom, investeringer samt annen virksomhet som faller naturlig inn under dette.",,,,,,,,,,,,Limited company (AS)
940791901,KARMØY KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,5096,www.karmoy.kommune.no/,Postboks 167,KOPERVIK,4291,KARMØY,1149,Norge,NO,Statsråd Vinjes gate 25,KOPERVIK,4250,KARMØY,1149,Norge,NO,6500,Kommuneforvaltningen,,1995-06-07,,true,Utleier av bygg eller anlegg,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kommune,,,,,,,,,,,,Municipality
991730168,HELLEBÆK EIENDOM AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,Postboks 143,KONGSBERG,3603,KONGSBERG,3303,Norge,NO,Dyrmyrgata 27,KONGSBERG,3611,KONGSBERG,3303,Norge,NO,2100,Private aksjeselskaper mv.,2022,2007-09-29,2007-08-23,true,Utleier av bygg eller anlegg,false,true,false,false,,false,,false,,,,,,,Bokmål,2021-10-11,"Kjøp, drift, salg og utbygging av faste eiendommer og herunder hørende virksomhet, samt deltagelse i andre selskaper.","Kjøp, drift, salg og utbygging av faste eiendommer og herunder hørende virksomhet, samt deltakelse i andre selskaper.",,,,,,,,,,,,Limited company (AS)
958944403,LIANE 2 AS,AS,Aksjeselskap,88.911,Barnehager,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,false,,,,,,,,,,Saturnvegen 54,PORSGRUNN,3942,PORSGRUNN,4001,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-02-20,1989-08-30,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2021-02-04,"Eie, drifte og leie ut fast eiendom samt investere i aksjer i norske selskaper, fortrinnsvis selskaper som driver barnehage.","Eie, drifte og leie ut fast eiendom samt investere i aksjer i norske selskaper, fortrinnsvis selskaper som driver barnehage.",,,,,,,,,,,,Limited company (AS)
968457764,HÅBET EIENDOM BHG AS,AS,Aksjeselskap,88.911,Barnehager,,,,,68.209,Utleie av egen eller leid fast eiendom ellers,false,,www.haabet-barnehage.no,Postboks 420,HAUGESUND,5501,HAUGESUND,1106,Norge,NO,Håbafjellveien 39,SANDNES,4325,SANDNES,1108,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-03-12,1993-10-24,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2018-11-05,"Eie, drift og utleie av fast eiendom.","Eie, drift og utleie av fast eiendom.",,,,,,,,,,,,Limited company (AS)
976986601,RÆLINGEN KIRKELIGE FELLESRÅD,KIRK,Den norske kirke,94.910,Religiøse organisasjoner,,,,,,,true,36,www.ralingen.kirken.no,Øvre Rælingsveg 36,RÆLINGEN,2005,RÆLINGEN,3224,Norge,NO,Øvre Rælingsveg 36,RÆLINGEN,2005,RÆLINGEN,3224,Norge,NO,6500,Kommuneforvaltningen,,1997-01-27,,true,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kirkelig fellesråd,,,,,,,,,,,,The Church of Norway
948758946,HALLAGERBAKKEN BORETTSLAG,BRL,Borettslag,68.201,Borettslag,,,,,,,true,,www.obos.no,c/o OBOS/nPostboks 6666 St Olavs plass,OSLO,0129,OSLO,0301,Norge,NO,c/o OBOS/nHammersborg torg 1,OSLO,0179,OSLO,0301,Norge,NO,8300,Borettslag o.l.,2022,1995-02-19,1979-10-26,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2023-04-19,Borettslag.,Borettslag.,,,,,,,,,,,,Housing cooperative
984476485,MARIDALEN VEL,FLI,Forening/lag/innretning,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,,,,,,,false,,,Maridalsveien 601A,OSLO,0890,OSLO,0301,Norge,NO,Kasaveien 1,OSLO,0890,OSLO,0301,Norge,NO,7000,Ideelle organisasjoner,,2002-06-28,1910-08-31,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Velforening,,,,,,,,,,,,Association/club/facility
956972949,OLALØKKA GRENDEHUS AL BA,BA,Selskap med begrenset ansvar,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,true,6,,Postboks 394,JESSHEIM,2051,ULLENSAKER,3209,Norge,NO,Vilbergveien 54 og 56,JESSHEIM,2050,ULLENSAKER,3209,Norge,NO,2100,Private aksjeselskaper mv.,,1995-02-19,1989-12-01,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,1989-12-01,"Å reise og drive et samfunnshus for dermed å skaffe stedets innvånere et høvelig samlingssted med rom for møter, fester, kino- og teaterfram- syninger, kafe, studierom, idrettslokaler, kon- torer etc. Andelslaget har ikke erverv som formål.","Å reise og drive et samfunnshus for dermed å skaffe stedets innvånere et høvelig samlingssted med rom for møter, fester, kino- og teaterfram- syninger, kafe, studierom, idrettslokaler, kon- torer etc. Andelslaget har ikke erverv som formål.",,,,,,,,,,,,Company with limited liability
928135152,SANDBUKTA 5 AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,true,,,,,,,,,,c/o Kirsten Nelly Holm/nEikelunden 20,DILLING,1570,MOSS,3103,Norge,NO,2100,Private aksjeselskaper mv.,2022,2021-11-15,2021-08-30,false,,false,true,false,false,,false,,false,,,,,,,Bokmål,2022-07-09,Drift av fast eiendom.,Drift av egen fast eiendom.,,,,,,,,,,,,Limited company (AS)
971251727,MISJONSKIRKEN ASKIM,FLI,Forening/lag/innretning,94.910,Religiøse organisasjoner,88.911,Barnehager,,,,,true,,www.misjonskirken-askim.no,,,,,,,,Roald Amundsens gate 1,ASKIM,1831,INDRE ØSTFOLD,3118,Norge,NO,7000,Ideelle organisasjoner,,1995-02-20,1876-12-31,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Menighetsvirksomhet.,,,,,,,,,,,,Association/club/facility
916882807,SANDEFJORD KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,7995,www.sandefjord.kommune.no,Postboks 2025,SANDEFJORD,3202,SANDEFJORD,3907,Norge,NO,Sandefjordsveien 3,SANDEFJORD,3208,SANDEFJORD,3907,Norge,NO,6500,Kommuneforvaltningen,,2016-03-14,,true,Utleier av bygg eller anlegg,false,false,false,false,,false,,false,,,,,,,Bokmål,,,"Stokke, Andebu og Sandefjord slår seg sammen til ny kommune med virkning fra 1. januar 2017. Alle tre kommunene legges ned og ny etableres. Nytt kommunenummer blir 0710.",,,,,,,,,,,,Municipality
944384448,STIFTELSEN KIRKENS BYMISJON,STI,Stiftelse,94.910,Religiøse organisasjoner,87.102,Somatiske sykehjem,88.999,Andre sosialtjenester uten botilbud,,,true,2482,www.bymisjon.no,,,,,,,,Tollbugata 3,OSLO,0152,OSLO,0301,Norge,NO,7000,Ideelle organisasjoner,2022,1995-02-19,1855-01-01,true,Utleier av bygg eller anlegg,true,true,true,false,,false,,false,,,,,,,Bokmål,2023-01-24,"Å fremme diakonale tiltak som bidrar til å virkeliggjøre kirkens oppdrag. Formålet fremmes i samarbeid med Den norske kirkes organer og i overensstemmelse med dens bekjennelse. Ethvert tiltak som er i overensstemmelde med formålet, kan besluttes iverksatt og opprettholdt så lenge det finnes hensiktsmessig.  ","I samarbeid med Den norske kirkes organer og i overensstemmelse med dens bekjennelse å fremme tiltak som bidrar til å virkeliggjøre oppdrag.Formålet søkes fremmet i samarbeid med myndigheter, institusjo organisasjoner og ved hjelp av ansatte og frivillige medarbeidere. Ethvert tiltak som er i overenstemmelse med formålet kan besluttes iverksatt og opprettholdt så lenge det finnes hensiktmessig. Stiftelsen Kirkens Bymisjons organer avgjør selvstendig hvilke oppgaver som skal tas opp og hvilke arbeidsformer som skal anvendes.",,,,,,,,,,,,Foundation
921383681,TØNSBERG KOMMUNE,KOMM,Kommune,84.110,Generell offentlig administrasjon,,,,,,,true,7208,tonsberg.kommune.no,Postboks 2410,TØNSBERG,3104,TØNSBERG,3905,Norge,NO,Halfdan Wilhelmsens alle 1C,TØNSBERG,3110,TØNSBERG,3905,Norge,NO,6500,Kommuneforvaltningen,,2018-09-12,,true,Utleier av bygg eller anlegg,false,false,false,false,,false,,false,,,,,,,Bokmål,,,Kommune,,,,,,,,,,,,Municipality
974533065,JAKOB HATTELAND BYGG AS,AS,Aksjeselskap,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,false,,,,,,,,,,Stokkastrandvegen 85,NEDRE VATS,5578,VINDAFJORD,1160,Norge,NO,2100,Private aksjeselskaper mv.,2022,1995-06-29,1995-06-23,true,Utleier av bygg eller anlegg,false,true,false,false,,false,,false,,,,,,,Bokmål,2022-01-26,"Erverve, eie og forvalte, herunder ved salg, fast eiendom, samt hva hermed står i forbindelse, herunder å delta i andre foretagender som driver tilsvarende virksomhet.","Erverve, eie og forvalte, herunder selge fast eiendom.",,,,,,,,,,,,Limited company (AS)
971381779,OPPDAL KRISTNE SENTER,FLI,Forening/lag/innretning,94.910,Religiøse organisasjoner,88.911,Barnehager,,,,,true,,oks.oppdal.com,Postboks 114,OPPDAL,7341,OPPDAL,5021,Norge,NO,Togvollan,OPPDAL,7340,OPPDAL,5021,Norge,NO,7000,Ideelle organisasjoner,,1995-02-20,1989-01-02,false,,true,false,false,false,,false,,false,,,,,,,Bokmål,,,Menighet registrert hos fylkesmannen i Sør-Trøndelag som kristent trossamfunn.,,,,,,,,,,,,Association/club/facility
921969309,SOLHOV GRENDEHUS,FLI,Forening/lag/innretning,68.320,Eiendomsforvaltning,,,,,,,false,,,,,,,,,,c/o Gunn May Karlsrud/nLaupdalen 16,VIKERSUND,3370,MODUM,3316,Norge,NO,7000,Ideelle organisasjoner,,2022-03-14,1900-01-01,false,,false,false,false,false,,false,,false,,,,,,,Bokmål,,,"Holde orden og vedlikehold av grendehuset. stå for utleie av lokalet til møter, sammenkomster etc.",,,,,,,,,,,,Association/club/facility
977147719,STRANDVEGEN STUDENTHEIM,STI,Stiftelse,68.209,Utleie av egen eller leid fast eiendom ellers,,,,,,,true,5,,,,,,,,,Strandvegen 119B,TROMSØ,9006,TROMSØ,5501,Norge,NO,7000,Ideelle organisasjoner,2022,1997-02-23,1994-12-31,false,,false,false,true,false,,false,,false,,,,,,,Bokmål,2018-07-18,,Drive og leie ut studentboliger til studenter.  ,,,,,,,,,,,,Foundation
974639920,MODUM KOMMUNE TEKNISK OG MILJØ,ORGL,Organisasjonsledd,84.130,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked,,,,,,,true,179,,Postboks 38,VIKERSUND,3371,MODUM,3316,Norge,NO,Rådhusveien 1,VIKERSUND,3370,MODUM,3316,Norge,NO,6500,Kommuneforvaltningen,,1996-10-26,1988-04-01,false,,false,false,false,false,,false,,false,,,,,,970491589,Bokmål,,,,,,,,,,,,,,,Organizational unit
