organization number,name,organization form code,organization form description,industry code 1,industry code 1 description,industry code 2,industry code 2 description,industry code 3,industry code 3 description,auxiliary unit code,auxiliary unit code description,has registered number of employees,number of employees,website,postal address,postal town,postal code,postal municipality,postal municipality number,postal country,postal country code,business address,business post town,business postal code,business municipality,business municipality number,business country,business country code,institutional sector code,institutional sector code description,last submitted annual accounts,registration date in unit register,foundation date,registered in VAT register,voluntary VAT registered descriptions,registered in volunteer register,registration date of the Unit Register,registered in foundation register,bankrupt,bankruptcy date,under liquidation,under liquidation date,under compulsory liquidation or dissolution,compulsory dissolution due to lack of general manager date,compulsory dissolution due to lack of auditor date,compulsory dissolution due to lack of accounts date,compulsory dissolution due to insufficient board date,compulsory liquidation due to lack of deletion date,parent unit,language form,articles of association date,statutory purpose,activity,location address,location post town,location postal code,location municipality,location municipality number,location country,location country code,registreringsdatoIEnhetsregisteret,start date,ownership change date,closure date,organization form description (EN)
972339989,INNDYR BARNEHAGE AVDELINGSBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,845901422,,,,,Ottarsletta 1,INNDYR,8140,GILDESKÅL,1838,Norge,NO,1995-02-23,1991-09-26,2004-01-01,,Subunit of businesses and public administration
972340006,SALTNES BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,,Saltnes,ROGNAN,8250,SALTDAL,1840,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974790416,,,,,Hilmar Hansens vei 23,ROGNAN,8250,SALTDAL,1840,Norge,NO,1995-02-23,1992-02-13,,,Subunit of businesses and public administration
972340243,RØVERHIET AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,,www.roverhiet.no,c/o Accountor Hammerfest/nPostboks 1120 Fuglenes,HAMMERFEST,9616,HAMMERFEST,5603,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,920609740,,,,,Mellomveien 2,RYPEFJORD,9610,HAMMERFEST,5603,Norge,NO,1995-02-23,1992-08-01,2018-03-01,,Subunit of businesses and public administration
972340278,LÆRINGSVERKSTEDET TORNEROSE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,23,laringsverkstedet.no/barnehage/tornerose,Postboks 215,JESSHEIM,2051,ULLENSAKER,3209,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930870862,,,,,Vesterhaugveien 23,ALTA,9513,ALTA,5601,Norge,NO,1995-02-23,1992-08-01,2023-02-23,,Subunit of businesses and public administration
972346489,KREMMERHUSET BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,,Postboks 13,MOELV,2390,RINGSAKER,3411,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,966679751,,,,,Storgata 100A,MOELV,2390,RINGSAKER,3411,Norge,NO,1995-02-22,1992-12-17,,,Subunit of businesses and public administration
972360643,TROLLSTUA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,trollstua.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,964718016,,,,,Otterveien 60,FINNSNES,9300,SENJA,5530,Norge,NO,1995-02-23,1992-05-14,,,Subunit of businesses and public administration
972397733,BAMSEBU BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,32,www.bamsebu.barnehage.no,Postboks 5089 Dusavik,STAVANGER,4084,STAVANGER,1103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,969073846,,,,,Dusavikhagen 2,STAVANGER,4028,STAVANGER,1103,Norge,NO,1995-02-23,1993-12-20,,,Subunit of businesses and public administration
972397741,HAKKEBAKKESKOGEN  BARNEHAGE VORMEDAL SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,hakkevormedal.com/,Postboks 114,VORMEDAL,5544,KARMØY,1149,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,969073668,,,,,Myklandvegen 60,VORMEDAL,5545,KARMØY,1149,Norge,NO,1995-02-23,1994-03-23,,,Subunit of businesses and public administration
972397865,GARD BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,17,gard.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,968633732,,,,,Skeisvollsvegen 46,HAUGESUND,5518,HAUGESUND,1106,Norge,NO,1995-02-23,1993-06-28,,,Subunit of businesses and public administration
972397873,HÅBET FUS BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,fus.no/habet,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,922042985,,,,,Håbafjellveien 39,SANDNES,4325,SANDNES,1108,Norge,NO,1995-02-23,1993-10-24,2019-01-02,,Subunit of businesses and public administration
972398624,MARKAPLASSEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,28,www.markaplassen-barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,966501014,,,,,Markaplassen 192,RANHEIM,7054,TRONDHEIM,5001,Norge,NO,1995-02-23,1992-05-05,,,Subunit of businesses and public administration
972398888,FURUHAUGANE BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,28,www.furuhaugane.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,962334059,,,,,Furustien 4,FLORØ,6907,KINN,4602,Norge,NO,1995-02-23,1990-12-27,,,Subunit of businesses and public administration
972399434,MAURTUÅ BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,www.minibarnehage.no/maurtua,Postboks 38,BRYNE,4349,TIME,1121,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974766787,,,,,Lonarmyrvegen 1,BRYNE,4345,TIME,1121,Norge,NO,1995-02-23,1991-08-01,2010-08-01,,Subunit of businesses and public administration
972399442,NYLENDE BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,28,,Nylendeveien 6,YTRE ENEBAKK,1914,ENEBAKK,3220,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,966310022,,,,,Nylendeveien 6,YTRE ENEBAKK,1914,ENEBAKK,3220,Norge,NO,1995-02-22,1992-10-01,,,Subunit of businesses and public administration
972399450,VORMSUND BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,23,vormsund.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,966097892,,,,,Hovindvegen 10,VORMSUND,2160,NES,3228,Norge,NO,1995-02-22,1992-09-18,,,Subunit of businesses and public administration
972399469,RØVERREIRET BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,981209044,,,,,Hammarveien 3,MO I RANA,8626,RANA,1833,Norge,NO,1995-02-23,1992-01-23,1999-11-01,,Subunit of businesses and public administration
972399477,NORLANDIA BJØRNHAUGEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,,Ekholtveien 114,MOSS,1526,MOSS,3103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930202398,,,,,Myrstien 4,LEKNES,8370,VESTVÅGØY,1860,Norge,NO,1995-02-23,1993-01-07,2023-01-01,,Subunit of businesses and public administration
972418722,HOLTET BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,46,holtet.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971075317,,,,,Sildreveien 35,HARSTAD,9414,HARSTAD,5503,Norge,NO,1995-03-12,,,,Subunit of businesses and public administration
972517038,PETRINE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,976986601,,,,,Øvre Rælingsveg 36,RÆLINGEN,2005,RÆLINGEN,3224,Norge,NO,1995-02-22,1978-11-15,2005-08-01,,Subunit of businesses and public administration
972726109,VADSØ KOMMUNE VESTRE JAKOBSELV OPPVEKSTSENTER AVD BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,10,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,964993602,,,,,Bygdeveien 10,VESTRE JAKOBSELV,9802,VADSØ,5607,Norge,NO,1995-02-23,1989-01-01,2003-11-11,,Subunit of businesses and public administration
972734284,BIKUBEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,34,www.bikuben-barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971460466,,,,,Rosenkrantz vei 39,NESØYA,1397,ASKER,3203,Norge,NO,1995-02-22,1989-02-01,,,Subunit of businesses and public administration
972734675,AS BARNAS HUS GULLHELLA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,www.barnashus.com,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930963232,,,,,Bukkemyrveien 3,ASKER,1386,ASKER,3203,Norge,NO,1995-02-22,1989-08-28,,,Subunit of businesses and public administration
972734713,HALLAGERSTUA BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,barnehagemin.no/2606,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971474351,,,,,Hallagerbakken 36,OSLO,1256,OSLO,0301,Norge,NO,1995-02-22,1989-01-02,,,Subunit of businesses and public administration
972734721,MARIDALEN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971286350,,,,,Kasaveien 2,OSLO,0890,OSLO,0301,Norge,NO,1995-02-22,1989-01-02,,,Subunit of businesses and public administration
972773816,SØRLI BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,29,www.sorlibarnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,950524960,,,,,Konvallveien 26,FINSTADJORDET,1475,LØRENSKOG,3222,Norge,NO,1995-02-22,1990-01-01,,,Subunit of businesses and public administration
972924768,LÆRINGSVERKSTEDET OLALØKKA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,12,www.laringsverkstedet.no/olalokka,Postboks 215,JESSHEIM,2051,ULLENSAKER,3209,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930873772,,,,,Vilbergvegen 54,JESSHEIM,2067,ULLENSAKER,3209,Norge,NO,1995-02-22,1992-10-05,2023-02-23,,Subunit of businesses and public administration
972925098,ELDSHOVDEN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,www.eldshovden.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,961129613,,,,,Eldshovden 11,SØREIDGREND,5252,BERGEN,4601,Norge,NO,1995-02-23,1990-10-02,,,Subunit of businesses and public administration
972933228,TOFTVEIEN BARNEHAGE SA,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,22,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,964256381,,,,,Toftvegen 10,TROMSØ,9017,TROMSØ,5501,Norge,NO,1995-02-23,1991-06-17,,,Subunit of businesses and public administration
973022881,STEINRØYSA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,45,steinroysa.barnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,868360682,,,,,Feltspatvegen 8,LILLEHAMMER,2611,LILLEHAMMER,3405,Norge,NO,1995-02-22,1993-08-01,,,Subunit of businesses and public administration
973023837,EIDEKROKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,974789809,,,,,Lailafjellveien 29,SKJERVØY,9180,SKJERVØY,5542,Norge,NO,1995-02-23,1993-07-01,,,Subunit of businesses and public administration
973025406,DYRLØKKEÅSEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,29,,c/o Frogn Kommune/nPostboks 10,DRØBAK,1441,FROGN,3214,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,963999089,,,,,Hegreveien 10,DRØBAK,1448,FROGN,3214,Norge,NO,1995-02-22,1992-12-22,2004-01-01,,Subunit of businesses and public administration
973065807,VALSTADTOPPEN KORTTIDSBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,881948362,,,,,Tårnbyveien 201,SKJETTEN,2013,LILLESTRØM,3205,Norge,NO,1995-02-22,1982-01-01,2000-03-01,,Subunit of businesses and public administration
973073508,SANDBUKTA BARNEHAGE AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,13,www.sandbuktabarnehage.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,986927468,,,,,Sandbukta 5,MOSS,1534,MOSS,3103,Norge,NO,1995-02-22,1989-01-02,2004-08-01,,Subunit of businesses and public administration
973074245,MISJONSKIRKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930179752,,,,,Roald Amundsens gate 1,ASKIM,1831,INDRE ØSTFOLD,3118,Norge,NO,1995-02-22,1982-01-01,2023-01-01,,Subunit of businesses and public administration
973076329,KARISLETTA KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Nygårdsveien 50,SANDEFJORD,3214,SANDEFJORD,3907,Norge,NO,1995-02-22,1989-01-01,,,Subunit of businesses and public administration
973076337,GJEKSTAD KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,23,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Nordre Gjekstadskog 1,SANDEFJORD,3236,SANDEFJORD,3907,Norge,NO,1995-02-22,1992-11-01,,,Subunit of businesses and public administration
973076345,BREIDABLIKK KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Tors vei 7A,SANDEFJORD,3216,SANDEFJORD,3907,Norge,NO,1995-02-22,1989-01-02,,,Subunit of businesses and public administration
973076353,BLAKKENSVEI BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/blakkens-vei-barnehage/#gref,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,972408875,,,,,Blakkens vei 123,OSLO,1281,OSLO,0301,Norge,NO,1995-02-22,1989-03-01,2013-01-01,,Subunit of businesses and public administration
973076361,RUDSHØGDA KANVAS-NATURBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,15,rudshogda.kanvas.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Lofsrudhøgda 201,OSLO,1281,OSLO,0301,Norge,NO,1995-02-22,1989-09-01,,,Subunit of businesses and public administration
973076388,BJERKEALLEEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,bjerkealleen.kanvas.no/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Bjerkealléen 21-23,OSLO,0487,OSLO,0301,Norge,NO,1995-02-22,1989-09-01,,,Subunit of businesses and public administration
973076396,SKOGBRYNET KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,27,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Skogbrynet 33,OSLO,0283,OSLO,0301,Norge,NO,1995-02-22,1989-09-01,,,Subunit of businesses and public administration
973076418,PRESTÅSEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,prestasen.kanvas.no/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Åslandhellinga 106B,OSLO,1274,OSLO,0301,Norge,NO,1995-02-22,1990-09-01,,,Subunit of businesses and public administration
973076434,SVARTDALSPARKEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,28,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Enebakkveien 152B,OSLO,0680,OSLO,0301,Norge,NO,1995-02-22,1992-01-01,,,Subunit of businesses and public administration
973076442,VÅKLEIVBROTET KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,23,vaakleivbrotet.kanvas.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Våkleivbrotet 45,BØNES,5155,BERGEN,4601,Norge,NO,1995-02-23,1990-01-01,,,Subunit of businesses and public administration
973076450,HAUKEDALSMYRA KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,19,haukedalsmyra.kanvas.no,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Morvikbotn 172,MORVIK,5122,BERGEN,4601,Norge,NO,1995-02-23,1990-03-01,,,Subunit of businesses and public administration
973076469,KJENNDALSLIA KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,20,kjenndalslia.kanvas.no/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Kjenndalslia 27,NESTTUN,5225,BERGEN,4601,Norge,NO,1995-02-23,1990-01-01,,,Subunit of businesses and public administration
973076477,BØNESTOPPEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,29,bonestoppen.kanvas.no/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Bønesskogen 331,BØNES,5154,BERGEN,4601,Norge,NO,1995-02-23,1991-04-01,,,Subunit of businesses and public administration
973076485,OLSVIKÅSEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,olsvikasen.kanvas.no/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Olsvikåsen 36,OLSVIK,5183,BERGEN,4601,Norge,NO,1995-02-23,1991-01-01,,,Subunit of businesses and public administration
973076515,AKERSVEIEN KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,28,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Westye Egebergs gate 11,OSLO,0172,OSLO,0301,Norge,NO,1995-02-22,1989-01-02,,,Subunit of businesses and public administration
973076922,SOLSIKKEN STEINERBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,44,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,887588252,,,,,Støps vei 31,NESODDTANGEN,1456,NESODDEN,3212,Norge,NO,1995-02-22,1988-01-01,2004-12-10,,Subunit of businesses and public administration
973107690,SKOVHEIM KANVAS-BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,17,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,971272643,,,,,Lindbäckveien 55,OSLO,1163,OSLO,0301,Norge,NO,1995-02-22,1985-04-01,2019-08-01,,Subunit of businesses and public administration
973111965,"TEISENTOPPEN, FRELSESARMEENS BARNEHAGE I OSLO AS",BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,68,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,925606316,,,,,Teisenveien 5A,OSLO,0664,OSLO,0301,Norge,NO,1995-02-22,1979-01-01,2021-12-10,,Subunit of businesses and public administration
973117599,NORLANDIA MELLOMMYRA BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,25,,Ekholtveien 114,MOSS,1526,MOSS,3103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930205893,,,,,Greisdalsveien 20,BODØ,8028,BODØ,1804,Norge,NO,1995-02-23,1989-01-02,2023-01-01,,Subunit of businesses and public administration
973117602,NORLANDIA VOLLEN NATURBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,39,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930207500,,,,,Vollveien 24,BODØ,8011,BODØ,1804,Norge,NO,1995-02-23,1989-01-02,2023-01-01,,Subunit of businesses and public administration
973117629,NORLANDIA STADIONPARKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,26,,Ekholtveien 114,MOSS,1526,MOSS,3103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930202835,,,,,Tennisveien 8,BODØ,8008,BODØ,1804,Norge,NO,1995-02-23,1992-08-01,2023-01-01,,Subunit of businesses and public administration
973128507,SMESTAD STUDENTBARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,sinn.no/lillehammer/om-sopp-barnehage/,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,956204860,,,,,Smestadvegen 16,LILLEHAMMER,2619,LILLEHAMMER,3405,Norge,NO,1995-02-22,1989-01-01,,,Subunit of businesses and public administration
973128515,SIT SOPPEN STUDENTBARNEHAGE AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,21,www.sit.no/gjovik/barn,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930301264,,,,,Teknologivegen 18,GJØVIK,2815,GJØVIK,3407,Norge,NO,1995-02-22,1991-01-01,2023-01-01,,Subunit of businesses and public administration
973138642,VELLE TRÆLEBORG BARNEHAGE AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,,Postboks 2055,TØNSBERG,3103,TØNSBERG,3905,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930688681,,,,,Kjærlighetsstien 26,TØNSBERG,3112,TØNSBERG,3905,Norge,NO,1995-02-22,1992-01-01,2023-01-01,,Subunit of businesses and public administration
973138650,VELLE SIGRIDLØKKA BARNEHAGE AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,16,,Postboks 2055,TØNSBERG,3103,TØNSBERG,3905,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930688711,,,,,Melsomvikveien 583,VEAR,3173,TØNSBERG,3905,Norge,NO,1995-02-22,1992-10-01,2023-01-01,,Subunit of businesses and public administration
973152556,LÆRINGSVERKSTEDET NOVARMEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,33,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,931601784,,,,,Novarmen 10,HAFRSFJORD,4044,SOLA,1124,Norge,NO,1995-02-23,1992-01-01,2023-10-01,,Subunit of businesses and public administration
973154710,MADLAVOLL BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,14,www.minbarnehage.no/ullandhaug,Postboks 355,STAVANGER,4068,STAVANGER,1103,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,983518648,,,,,Norvald Frafjords gate 42,HAFRSFJORD,4041,STAVANGER,1103,Norge,NO,1995-02-23,1989-01-01,2020-01-01,,Subunit of businesses and public administration
973158902,NAUSTHAUGEN BARNEHAGE AS,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,18,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,914439957,,,,,Åmsosen,NEDRE VATS,5578,VINDAFJORD,1160,Norge,NO,1995-02-23,1989-01-02,2014-09-27,,Subunit of businesses and public administration
973162861,SAMMEN JEKTEVIKEN BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,47,www.sammen.no/no/bergen/barnehage/jekteviken,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,930182206,,,,,Magnus Lagabøtes plass 5,BERGEN,5010,BERGEN,4601,Norge,NO,1995-02-23,1965-12-31,2023-01-01,,Subunit of businesses and public administration
973167189,FURULY BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,24,,Klampavikvegen 1,KLEPPESTØ,5300,ASKØY,4627,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,911615649,,,,,Brandaneset 26,ERDAL,5306,ASKØY,4627,Norge,NO,1995-02-23,1989-01-01,2013-01-01,,Subunit of businesses and public administration
973168630,LANGHAUGANE BARNEHAGE,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.911,Barnehager,,,,,,,true,28,sunnfjord.kommune.no/tenester/barnehage-og-skule/barnehage/finn-barnehage/langhaugane-barnehage/,Postboks 338,FØRDE,6802,SUNNFJORD,4647,Norge,NO,,,,,,,,,,,,,false,,,,,,,,,,,,,,,921244207,,,,,Dalevegen 19,VASSENDEN,6847,SUNNFJORD,4647,Norge,NO,1995-02-23,1989-01-02,2020-01-01,,Subunit of businesses and public administration
